text,tagged_sentence,label
"Jammu : Delhi court blast accused killed in Kishtwar August 07 , 2012 00:00 IST A 2011 Delhi High Court blast accused , Amir Ali Kamal , was among two Hizb—ul—Mujahideen ( HM ) militants killed on Monday in a shootout with security forces in the mountainous Kishtwar district of Jammu and Kashmir , police said .","<temporal>August 07, 2012</temporal> A 2011 Delhi High Court blast accused, Amir Ali Kamal, was among two Hizb-ul-Mujahideen (HM) militants <cause>killed</cause> on <trigger>Monday</trigger> in a <trigger>shootout with security forces in the mountainous Kishtwar district of Jammu and Kashmir</trigger>, police said.",1
"As we closed in on the hideout of the militants , a fire fight began that continued for over an hour , ” he said .",NoTag,0
"According to reports , two militants have been shot dead in the encounter .",NoTag,0
"“ One of them is Amir Ali Kamal , code name Akram , who was prime accused in the Delhi High Court blast , ” the officer said .",NoTag,0
Akram was on the radar of the National Investigation Agency ( NIA ) as he is believed to have arranged explosives and planter for the blast .,Akram was <trigger>on the radar of the NIA</trigger> as he is <cause>believed to have arranged explosives and a planter</cause> for the <effect>blast</effect>.,1
"He is an accused in the Delhi High Court blast of Sep 7 , 2011 in which at least 10 people were killed and over 70 injured .","He is an accused in the <trigger>Delhi High Court blast of Sep 7, 2011</trigger> in which <cause>at least 10 people were killed</cause> and <cause>over 70 injured</cause>.",1
The NIA wanted to catch Akram alive as he could provide clues in resolving the blast case .,The NIA <trigger>wanted to catch Akram alive</trigger> as he could <cause>provide clues</cause> in <effect>resolving the blast case</effect>.,1
The Kishtwar area has been in focus ever since the Delhi High Court blast as the first of the e—mails claiming responsibility for the blast emanated from here .,NoTag,0
Two more youths were arrested later for allegedly being involved in the blast .,Two more youths were <trigger>arrested later</trigger> for <cause>allegedly being involved in the blast</cause>.,1
Modi visited the homes of all the six victims of the serial blasts which rocked Patna ’ s Gandhi Maidan and other parts of the city during his visit to address the Hunkar Rally on October 27 .,NoTag,0
"NaMo , who had avoided visiting the victims of the 2002 riots in his own state for a long time , lost no time in burning up aviation fuel by dashing to Patna twice in one week to express condolences and score points over his rambunctious rivals .","NaMo, who had <trigger>avoided visiting the victims of the 2002 riots in his own state for a long time</trigger>, <cause>burned up aviation fuel</cause> by <trigger>dashing to Patna twice in one week</trigger> to <effect>express condolences and score points over his rambunctious rivals</effect>.",1
"Now , he is charged with exploiting the grief of the terror victims of 26/10 .",NoTag,0
"By visiting the families of the Patna blast victims , NaMo is drilling home the point that NiKu is least bothered about the personal tragedies of his people .",NoTag,0
"In August that year , militantly aggressive Kurmis mowed down 14 Dalits in the sleepy hamlet of Belchchi in Nalanda district .",NoTag,0
"Indira landed in Nalanda and waded into the floodwaters on an elephant to visit each Dalit family , which had lost members in the caste pogrom .",Indira <trigger>landed in Nalanda and waded into the floodwaters on an elephant</trigger> to <cause>visit each Dalit family</cause> who had <effect>lost members in the caste pogrom</effect>.,1
The grief list also includes the nights spent by Rahul in Dalit colonies and the visits of Manmohan Singh and Sonia Gandhi to Chhattisgarh after top Congress leaders were massacred by Naxalites .,NoTag,0
Modiites are now reminding the Congress about the trips which Sonia and the Prime Minister made to Muzzafarnagar after 43 were killed in the worst-ever communal clashes in decades .,NoTag,0
Bandhopadhay also said two Trinamool Congress workers were killed at Sashan in North 24 Parganas district recently .,NoTag,0
"A car with Union ministers Mukul Roy and Sultan Ahmed was attacked allegedly by CPM cadres on Wednesday , he alleged .",NoTag,0
"Ramanathapuram Residents protest against illegal water connections December 05 , 2017 00:00 IST Say officials at the panchayat level are colluding with locals Residents of Varavani panchayat staged a protest at the collectorate here on Monday , against illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme and irregular supply of water to their villages .",Residents of Varavani panchayat <trigger>staged a protest at the collectorate on Monday</trigger> against <cause>illegal tapping of drinking water supplied through pipelines under the Cauvery combined water supply scheme</cause> and <cause>irregular supply of water to their villages</cause>.,1
"Led by A Sagayamadha , an office-bearer of the All India Farm Workers Association , the villagers , including a large number of women from the panchayat comprising six villages , staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them .","Led by <trigger>A Sagayamadha, an office-bearer of the All India Farm Workers Association</trigger>, the villagers <trigger>staged the protest</trigger> urging the district administration to <cause>disconnect the illegal water connections</cause> and <cause>ensure uninterrupted water supply</cause> to them.",1
"US Committed to Seeking Justice on Behalf of All 26/11 Victims 05th August 2015 12:04 PM NEW YORK : The US is committed to pursuing justice on behalf of the victims of the 2008 Mumbai attack no matter how "" arduous "" the task is , a top Indian-origin American diplomat has said .",NoTag,0
""" We have certainly reiterated our support and our commitment to India 's efforts to seek justice on behalf of the victims "" of the 26/11 attack , Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal told PTI when asked about the delay in bringing to justice the perpetrators of the 2008 terror attacks .",NoTag,0
"Biswal , who had travelled to the city from Washington to speak at the Indian Consulate General 's Media-India Lecture Series yesterday , said not only were there a large number of Indian victims in the attack but there were Americans also who lost their lives .","Biswal, who had travelled to the city from Washington to speak at the Indian Consulate General's Media-India Lecture Series yesterday, said not only <trigger>were there </trigger> <effect>a large number of Indian victims <effect><cause>in the attack</cause>, <trigger>but also</trigger> <effect>Americans lost their lives</effect>.",1
"Given that nearly seven years have passed since the horrendous terror attacks that claimed over 160 lives and injured many others , Biswal said bringing justice for the victims in terror attacks may appear to be an arduous andlong-drawn process .",NoTag,0
Biswal underlined that the US on its part had offered rewards for information leading to the arrest and prosecution of individuals associated with the Mumbai attack .,NoTag,0
"Referring to the terror attack in Punjab 's Gurdaspur district on July 27 , Biswal said the US has strongly condemned and expressed its concern over the attack .",NoTag,0
She said the US has expressed its cooperation ith Indian authorities on on any specific aspects of the incident .,NoTag,0
"On media reports that the night vision device used by three terrorists in the Gurdaspur attack had US markings , Biswal said the US is in conversation with Indian authorities to try to ascertain and trace the origins of the equipment found .","On media reports that <cause>the night vision device used by three terrorists in the Gurdaspur attack had US markings</cause>, <trigger>Biswal said</trigger> <effect>the US is in conversation with Indian authorities to try to ascertain and trace the origins of the equipment found</effect>.",1
